,loan_installments_bucket_label_enc,loan_tenure_bucket_label_enc,Age_bucket_label_enc,monthly_expenses_bucket_label_enc,annual_income_bucket_label_enc,house_area_bucket_label_enc,sex_label_enc,social_class_label_enc,social_class_label_enc,secondary_business_label_enc,type_of_house_label_enc,loan_purpose_label_enc,social_class_label_enc,social_class_label_enc,city_trgt_label_enc,primary_busn_label_enc
15112,0,0,1,1,1,1,0,3,3,4,3,3,3,3,11,27
20399,1,0,1,1,1,1,0,1,1,0,3,28,1,1,11,20
5699,0,0,1,1,3,2,1,2,2,0,1,28,2,2,14,12
22798,0,0,1,1,2,2,0,2,2,0,3,4,2,2,14,20
39771,0,0,1,1,4,2,0,3,3,0,3,2,3,3,14,3
30763,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,32
29189,0,0,1,0,3,2,0,4,4,0,3,4,4,4,11,20
37498,0,0,1,1,4,2,0,3,3,0,1,2,3,3,14,20
4027,0,0,1,1,2,1,0,3,3,0,1,3,3,3,11,27
26460,0,0,1,1,3,2,0,0,0,0,3,6,0,0,11,20
6373,0,0,1,1,2,2,0,3,3,0,3,21,3,3,14,13
14637,1,0,0,1,1,1,0,0,0,0,2,15,0,0,6,20
2397,1,0,1,0,2,1,1,0,0,0,1,28,0,0,11,20
31252,0,0,1,0,3,2,1,4,4,1,2,14,4,4,11,29
17268,0,0,1,1,3,2,0,1,1,0,3,2,1,1,14,18
17617,1,0,1,1,4,1,0,3,3,1,1,2,3,3,9,3
11818,0,0,1,1,0,0,0,4,4,0,2,3,4,4,11,27
4777,0,0,1,1,2,1,0,0,0,0,2,3,0,0,11,27
34972,0,0,1,1,3,1,0,2,2,0,1,2,2,2,14,6
29650,0,0,1,1,3,1,0,1,1,0,3,21,1,1,1,13
18683,0,0,1,1,3,3,0,3,3,0,3,3,3,3,5,20
1367,0,0,1,1,2,1,0,3,3,0,2,3,3,3,11,27
34068,0,0,1,1,5,2,0,3,3,0,3,2,3,3,14,3
1703,0,0,1,1,2,2,0,2,2,0,3,17,2,2,11,15
29706,0,0,1,1,3,1,0,1,1,0,1,5,1,1,3,20
14341,0,0,1,1,3,3,0,3,3,0,3,17,3,3,11,15
3022,0,0,1,1,1,1,0,0,0,1,3,21,0,0,11,13
6417,1,0,1,1,1,1,0,1,1,0,2,12,1,1,6,20
20113,0,0,0,1,3,1,0,0,0,0,2,3,0,0,11,25
22879,1,0,0,1,2,2,0,1,1,0,2,17,1,1,18,15
17402,1,0,1,1,2,1,0,0,0,0,2,3,0,0,18,23
7298,0,0,1,1,1,1,0,0,0,0,2,3,0,0,11,25
23707,0,0,1,1,2,3,0,3,3,0,3,13,3,3,14,26
7820,0,0,1,0,0,0,0,4,4,0,0,12,4,4,14,20
7629,0,0,1,1,0,0,0,4,4,0,0,13,4,4,14,26
25522,0,0,1,1,3,1,0,1,1,0,3,21,1,1,1,13
25973,0,0,1,1,1,1,0,3,3,0,3,3,3,3,14,27
6993,0,0,1,1,2,2,0,3,3,0,3,12,3,3,14,20
2696,1,0,1,1,4,1,0,1,1,0,2,3,1,1,6,25
5560,0,0,1,1,1,1,0,0,0,4,3,21,0,0,11,13
15569,0,0,1,1,4,2,0,3,3,0,3,14,3,3,12,4
11901,0,0,0,1,0,0,0,4,4,0,2,3,4,4,11,25
38791,0,0,1,1,3,1,0,0,0,0,2,12,0,0,11,20
25201,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,32
3834,1,0,1,1,4,1,0,4,4,0,2,1,4,4,11,20
34757,0,0,1,1,4,2,1,1,1,2,2,21,1,1,17,20
23551,0,0,1,1,4,3,0,3,3,0,3,13,3,3,14,26
9785,0,0,0,0,0,0,1,4,4,0,3,28,4,4,11,12
22655,1,0,1,1,4,1,0,3,3,1,3,2,3,3,11,6
27225,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
34805,0,0,0,1,4,2,0,0,0,2,2,17,0,0,17,20
2985,0,0,1,1,1,1,0,3,3,1,3,21,3,3,11,13
26200,0,0,1,0,3,1,0,1,1,0,3,2,1,1,1,6
10626,0,0,1,1,0,0,0,4,4,0,1,33,4,4,11,20
4051,0,0,1,0,2,1,0,3,3,0,3,2,3,3,11,18
2680,1,0,1,1,2,1,0,3,3,0,2,28,3,3,11,20
29544,0,0,1,1,3,3,0,3,3,0,3,3,3,3,5,20
33232,0,0,1,0,3,1,0,1,1,0,3,21,1,1,1,13
10510,0,0,1,1,0,0,0,4,4,0,3,2,4,4,14,18
8038,0,0,1,1,0,0,0,4,4,0,3,21,4,4,11,13
9334,0,0,0,1,0,0,0,4,4,0,3,3,4,4,14,27
24467,0,0,1,1,4,2,1,1,1,2,1,10,1,1,14,20
21658,0,0,0,1,3,2,1,1,1,0,1,1,1,1,11,30
11619,0,0,1,1,0,0,0,4,4,0,2,31,4,4,11,20
6150,1,0,1,1,4,1,0,3,3,0,2,3,3,3,9,27
21093,0,0,1,1,1,1,0,2,2,4,2,3,2,2,11,20
39569,0,0,1,1,4,1,0,3,3,4,2,14,3,3,11,20
4555,0,0,1,1,3,1,0,0,0,0,2,12,0,0,11,20
39790,0,0,0,1,3,1,0,3,3,0,3,14,3,3,1,29
34660,0,0,1,1,3,2,0,1,1,0,2,3,1,1,11,27
35867,0,0,1,1,3,1,0,1,1,0,3,14,1,1,1,29
28266,0,0,1,1,4,1,0,2,2,0,1,28,2,2,13,20
3988,0,0,1,1,0,1,0,0,0,0,2,3,0,0,11,25
13023,0,0,1,1,3,3,0,3,3,1,3,17,3,3,5,15
16262,0,0,1,1,3,2,0,3,3,1,3,2,3,3,1,20
28676,0,0,0,0,3,2,0,2,2,1,2,14,2,2,11,29
25927,1,0,0,0,3,1,1,1,1,0,3,1,1,1,11,14
21964,0,0,1,0,3,3,0,3,3,0,3,28,3,3,5,20
36468,0,0,1,1,4,2,0,3,3,0,3,1,3,3,14,14
10860,1,0,0,1,0,0,0,4,4,0,1,16,4,4,11,20
33610,0,0,1,1,4,2,0,1,1,0,3,2,1,1,14,18
39038,0,0,1,1,4,1,0,0,0,0,1,28,0,0,3,20
28292,0,0,1,1,3,2,0,1,1,0,3,2,1,1,1,6
2986,0,0,1,1,2,1,0,2,2,0,3,25,2,2,14,20
15788,1,0,1,0,3,2,0,3,3,0,3,1,3,3,12,14
22314,1,0,0,1,1,1,0,1,1,0,2,17,1,1,8,10
33588,0,0,1,1,3,2,0,3,3,0,3,1,3,3,14,14
9910,0,0,1,1,0,0,0,4,4,0,2,27,4,4,10,20
12158,1,0,1,1,0,0,0,4,4,0,0,1,4,4,11,30
17375,0,0,1,1,5,1,0,3,3,0,1,3,3,3,11,27
39076,0,0,1,1,3,3,0,3,3,0,2,28,3,3,11,20
27584,0,0,1,1,3,3,0,3,3,0,3,17,3,3,5,10
29594,0,0,1,1,4,2,0,3,3,0,3,2,3,3,1,6
34010,0,0,1,1,4,1,0,3,3,0,3,27,3,3,14,20
9298,1,0,0,0,0,0,0,4,4,0,3,2,4,4,11,20
11353,0,0,0,1,0,0,0,4,4,0,3,12,4,4,11,20
22616,0,0,1,1,4,2,1,3,3,2,2,1,3,3,14,20
39262,0,0,1,1,4,2,0,1,1,0,1,1,1,1,3,14
18290,0,0,1,1,2,2,0,2,2,0,3,28,2,2,14,20
31003,0,0,0,1,4,2,0,0,0,2,2,21,0,0,17,20
17141,0,0,1,1,3,2,0,3,3,0,3,10,3,3,1,20
33125,0,0,1,0,4,3,0,1,1,0,3,3,1,1,11,20
37478,0,0,1,1,4,2,0,3,3,0,3,2,3,3,14,3
32912,0,0,1,1,4,1,0,3,3,0,1,2,3,3,11,18
22096,1,0,1,1,2,2,0,0,0,0,2,3,0,0,18,25
38841,0,0,1,1,5,2,0,3,3,0,3,2,3,3,3,18
34306,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,6
29318,0,0,1,1,3,1,0,2,2,0,3,21,2,2,14,20
2396,0,0,1,1,2,2,0,0,0,0,2,3,0,0,11,25
3816,0,0,1,1,1,1,0,3,3,1,3,3,3,3,2,27
23484,0,0,1,1,4,2,0,3,3,2,2,17,3,3,17,20
37753,1,1,1,1,4,2,0,1,1,0,2,31,1,1,11,20
21222,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
14883,1,0,1,1,3,1,0,3,3,0,2,1,3,3,7,20
9263,0,0,1,1,0,0,0,4,4,0,1,3,4,4,11,27
23750,0,0,1,1,3,1,0,3,3,0,3,10,3,3,1,20
25733,1,0,1,1,1,2,0,0,0,0,1,3,0,0,6,25
34765,0,0,0,1,4,1,0,1,1,0,3,2,1,1,3,18
26255,1,0,1,1,4,2,0,4,4,0,2,17,4,4,18,15
13929,0,0,1,1,1,1,0,1,1,3,3,35,1,1,11,20
31510,0,0,1,0,4,3,0,3,3,0,3,12,3,3,11,20
13300,0,0,1,1,3,3,0,3,3,1,3,17,3,3,5,15
4274,1,0,1,1,2,1,0,0,0,0,2,1,0,0,6,14
31546,0,0,1,1,3,1,0,1,1,0,3,28,1,1,1,12
37111,0,0,1,1,4,1,1,1,1,0,2,28,1,1,16,20
2031,0,0,1,1,3,1,0,1,1,0,2,17,1,1,11,20
12611,0,0,1,1,0,0,0,4,4,0,3,17,4,4,11,20
25334,1,0,1,1,1,2,0,1,1,0,2,17,1,1,11,20
35329,0,0,1,1,3,2,1,0,0,0,3,2,0,0,11,6
801,1,0,1,1,5,1,0,4,4,0,2,2,4,4,11,6
3249,1,0,1,1,2,1,0,1,1,0,2,1,1,1,8,24
9916,0,0,1,1,0,0,0,4,4,0,2,14,4,4,10,29
15353,0,0,1,1,1,1,0,0,0,4,2,26,0,0,11,20
15751,0,0,1,1,4,1,0,2,2,0,2,13,2,2,13,26
18723,1,0,1,1,2,2,0,2,2,0,2,17,2,2,18,15
24290,1,0,1,1,1,2,0,1,1,0,2,1,1,1,11,14
7550,0,0,1,1,3,1,0,1,1,0,3,22,1,1,14,20
25744,1,0,1,1,3,1,0,3,3,2,1,3,3,3,9,27
24269,0,0,1,1,4,2,0,1,1,2,2,21,1,1,17,20
38034,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,6
17552,1,0,1,1,4,1,0,3,3,0,2,14,3,3,7,29
20901,0,0,1,0,3,1,0,3,3,1,3,1,3,3,16,20
38194,0,0,1,1,4,1,0,1,1,0,3,12,1,1,2,20
29659,0,0,1,1,5,1,1,4,4,0,1,13,4,4,13,0
26171,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
11291,0,0,1,1,0,0,0,4,4,0,2,12,4,4,11,20
5664,0,0,1,1,3,2,0,3,3,0,2,31,3,3,11,20
24171,0,0,1,1,3,3,0,0,0,0,3,13,0,0,14,26
28258,1,0,1,1,4,2,0,2,2,0,2,17,2,2,18,15
35906,0,0,1,1,3,2,1,0,0,0,2,12,0,0,11,20
6328,0,0,1,1,3,1,0,1,1,0,3,1,1,1,14,30
22005,0,0,1,1,4,1,0,3,3,0,3,1,3,3,14,14
9474,0,0,1,1,0,0,0,4,4,0,2,28,4,4,10,12
10558,1,1,1,1,0,0,0,4,4,0,0,17,4,4,11,19
29088,0,0,1,1,5,1,0,2,2,0,1,4,2,2,13,20
38314,0,0,1,1,3,1,0,1,1,0,3,3,1,1,14,27
2359,1,0,1,1,2,1,0,1,1,0,2,21,1,1,8,20
20312,1,0,0,1,2,2,0,1,1,0,2,17,1,1,18,15
32454,0,0,1,1,0,1,1,1,1,0,2,13,1,1,13,9
22614,0,0,0,1,3,2,1,1,1,2,1,28,1,1,14,20
38026,0,0,1,1,5,2,0,4,4,1,3,28,4,4,11,20
19951,1,0,1,1,2,1,0,2,2,0,2,17,2,2,18,15
16567,1,0,1,1,2,2,0,2,2,4,2,7,2,2,18,20
23231,0,0,1,1,1,1,0,2,2,4,3,3,2,2,11,23
3080,0,0,1,1,2,2,0,2,2,0,1,3,2,2,11,25
28728,0,0,1,1,1,1,0,2,2,4,2,21,2,2,2,13
2895,0,0,1,1,1,2,0,3,3,0,2,13,3,3,11,0
9536,0,0,1,1,0,0,0,4,4,0,3,12,4,4,14,20
3940,0,0,1,1,1,1,0,3,3,0,3,28,3,3,14,12
3720,0,0,1,1,1,2,0,3,3,0,3,2,3,3,11,20
25462,0,0,1,1,5,1,0,4,4,0,2,13,4,4,13,0
24031,1,0,1,1,4,2,0,1,1,0,2,3,1,1,11,25
34769,0,0,0,1,3,1,0,1,1,0,1,6,1,1,3,20
3040,0,0,1,1,2,1,0,0,0,4,3,17,0,0,11,15
21922,1,0,1,1,2,2,0,1,1,0,2,7,1,1,18,20
9705,0,0,1,1,0,0,0,4,4,0,3,21,4,4,11,22
8724,0,0,1,0,0,0,0,4,4,0,1,3,4,4,11,27
5112,0,0,1,1,2,2,0,0,0,0,2,3,0,0,11,27
28132,1,0,1,1,2,1,0,1,1,0,2,12,1,1,8,20
10823,0,0,1,1,0,0,0,4,4,0,3,17,4,4,11,20
12653,0,0,1,1,0,0,0,4,4,0,0,2,4,4,11,6
35511,1,1,1,1,3,2,0,1,1,3,2,28,1,1,11,12
25819,0,0,1,1,2,1,0,0,0,4,1,31,0,0,11,20
13873,0,0,1,1,3,3,0,3,3,0,3,17,3,3,5,15
960,0,0,1,1,3,1,0,3,3,2,2,21,3,3,10,13
38406,0,0,1,1,3,2,1,3,3,0,1,6,3,3,14,20
37283,0,0,1,1,5,1,0,2,2,0,3,13,2,2,11,9
5094,0,0,0,0,2,1,0,1,1,0,2,1,1,1,11,20
14376,0,0,0,1,2,2,0,2,2,0,1,3,2,2,11,25
9835,1,0,1,1,0,0,0,4,4,0,2,14,4,4,8,20
19725,1,0,1,1,2,1,0,1,1,0,2,17,1,1,18,15
28762,0,0,1,0,3,3,0,3,3,0,3,17,3,3,11,10
6145,0,0,1,1,0,1,0,0,0,4,3,3,0,0,11,27
38337,0,0,1,1,4,2,0,3,3,0,1,14,3,3,14,29
29258,0,0,0,2,2,1,0,3,3,0,1,36,3,3,11,31
25972,0,0,1,1,1,2,0,1,1,0,3,16,1,1,14,20
31266,0,0,1,0,3,1,0,1,1,4,2,14,1,1,16,20
10273,0,0,1,1,0,0,0,4,4,0,3,21,4,4,11,13
14264,1,0,1,2,4,1,0,3,3,2,3,9,3,3,9,20
39659,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,32
17355,1,0,1,1,1,1,0,0,0,0,1,2,0,0,11,20
32971,0,0,1,1,4,2,0,1,1,2,2,21,1,1,17,20
9025,0,0,1,1,0,0,0,4,4,0,1,14,4,4,10,29
31013,0,0,1,1,4,2,1,0,0,2,2,21,0,0,17,20
607,0,0,1,1,2,1,0,3,3,0,1,1,3,3,11,14
29903,0,0,0,1,4,2,0,3,3,2,2,14,3,3,17,20
30325,0,0,1,1,4,2,0,2,2,0,3,13,2,2,14,26
36555,0,0,1,1,3,1,0,1,1,0,3,14,1,1,14,29
26537,1,0,0,1,2,1,0,1,1,0,2,1,1,1,6,24
16897,1,0,1,1,4,1,0,3,3,0,2,2,3,3,7,6
20421,1,0,1,1,1,1,0,0,0,0,2,1,0,0,11,20
24391,1,0,1,1,4,2,0,0,0,0,2,17,0,0,18,15
31383,0,0,0,1,3,2,0,1,1,2,2,21,1,1,17,20
7368,0,0,1,1,1,1,0,3,3,1,2,3,3,3,11,27
8775,0,0,1,1,0,0,0,4,4,0,3,14,4,4,11,29
10720,0,0,1,1,0,0,0,4,4,0,1,10,4,4,11,20
26184,0,0,1,1,5,1,1,2,2,0,1,28,2,2,13,20
26504,0,0,1,1,4,2,0,3,3,0,3,19,3,3,14,20
2273,0,0,1,1,0,1,0,1,1,0,2,13,1,1,6,26
31086,0,0,0,1,4,2,0,1,1,2,2,21,1,1,17,20
25747,1,0,1,1,1,1,0,1,1,0,2,1,1,1,11,20
15724,0,0,1,0,3,1,1,1,1,2,3,21,1,1,12,20
11015,1,1,0,0,0,0,0,4,4,0,0,17,4,4,11,19
36057,0,0,1,1,5,1,0,3,3,0,1,29,3,3,3,20
19945,1,0,0,1,2,2,0,2,2,0,2,17,2,2,18,15
31134,0,0,1,0,2,1,0,1,1,4,2,14,1,1,16,20
4254,1,0,1,1,1,1,0,0,0,0,2,1,0,0,6,14
18528,0,0,1,1,1,2,0,0,0,0,1,3,0,0,11,25
27086,0,0,1,1,4,2,1,1,1,0,3,14,1,1,11,20
20923,1,0,1,1,2,1,0,2,2,0,2,17,2,2,18,15
5992,0,0,1,1,2,1,0,0,0,0,2,12,0,0,11,20
14040,1,0,0,1,1,1,0,1,1,0,2,1,1,1,11,20
26967,0,0,1,1,4,1,0,1,1,0,1,3,1,1,3,27
17240,1,0,1,1,2,2,0,0,0,0,1,17,0,0,18,15
7803,0,0,1,1,0,0,0,4,4,0,0,13,4,4,11,26
28317,0,0,1,1,3,2,0,1,1,0,3,2,1,1,1,6
17904,0,0,1,1,4,2,0,3,3,1,3,1,3,3,1,20
17631,1,0,1,1,4,1,0,3,3,1,1,28,3,3,9,12
20932,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
12392,0,0,1,1,0,0,0,4,4,0,2,21,4,4,11,13
18852,1,0,1,1,1,1,0,0,0,0,2,35,0,0,11,20
6516,0,0,1,1,1,1,0,1,1,4,2,1,1,1,11,20
39201,0,0,0,1,3,1,0,1,1,0,3,21,1,1,1,13
12409,0,0,1,1,0,0,0,4,4,0,3,12,4,4,11,20
8037,0,0,1,1,0,0,0,4,4,0,3,21,4,4,11,13
22166,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,6
36965,0,0,1,1,3,1,0,1,1,0,3,3,1,1,1,27
35556,1,1,1,0,1,2,0,1,1,0,2,21,1,1,11,20
14470,0,0,1,0,3,1,0,3,3,0,3,3,3,3,11,27
18077,1,0,0,1,2,2,0,1,1,0,2,17,1,1,18,15
20729,1,0,1,1,4,1,0,3,3,0,2,19,3,3,11,20
39169,0,0,1,1,3,1,0,3,3,0,3,21,3,3,1,13
14817,0,0,1,1,3,2,0,3,3,0,3,2,3,3,14,18
9558,1,0,0,1,0,0,0,4,4,0,2,7,4,4,11,20
12456,0,0,1,1,0,0,0,4,4,0,0,2,4,4,11,18
38270,0,0,1,1,3,3,0,3,3,0,2,14,3,3,11,20
20646,0,0,1,0,3,3,0,3,3,0,3,17,3,3,11,10
6095,0,0,1,1,4,2,1,2,2,0,1,21,2,2,11,20
14504,0,0,1,1,1,1,0,3,3,0,3,1,3,3,11,30
134,1,0,1,1,5,1,0,3,3,0,2,14,3,3,11,20
4310,0,0,1,1,1,2,0,0,0,0,3,2,0,0,11,20
23317,0,0,1,1,3,2,0,1,1,0,3,3,1,1,14,27
36970,0,0,1,1,3,1,0,1,1,0,3,2,1,1,11,6
22131,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,6
21452,0,0,1,1,1,1,0,0,0,0,3,13,0,0,11,26
21624,1,0,1,1,2,2,0,0,0,0,1,3,0,0,18,25
24441,0,0,1,1,3,1,0,3,3,0,3,2,3,3,1,6
28731,0,0,1,1,5,1,0,3,3,0,2,12,3,3,13,20
27826,1,0,1,1,4,2,0,2,2,0,2,17,2,2,18,15
13352,0,0,1,1,1,1,0,0,0,4,3,21,0,0,11,22
31126,0,0,1,0,3,1,0,3,3,4,2,14,3,3,16,20
15869,1,0,1,1,4,1,0,3,3,0,2,14,3,3,7,4
27638,0,0,1,1,2,1,0,1,1,4,1,2,1,1,2,6
34550,0,0,1,1,3,1,0,1,1,4,2,14,1,1,16,29
4626,1,0,1,1,4,1,0,0,0,1,2,17,0,0,11,20
39161,0,0,1,1,3,1,0,3,3,0,3,4,3,3,1,20
26905,0,0,0,1,4,1,0,3,3,0,3,1,3,3,3,20
27790,0,0,1,1,3,3,0,3,3,0,3,17,3,3,5,10
17137,0,0,1,1,3,2,0,1,1,4,3,21,1,1,1,13
13836,0,0,1,0,3,1,0,3,3,1,3,2,3,3,11,6
14724,0,0,1,0,2,1,0,3,3,4,2,14,3,3,16,29
12086,0,0,1,0,0,0,0,4,4,0,3,2,4,4,11,6
16556,1,0,1,1,1,1,0,0,0,0,2,0,0,0,11,20
33257,0,0,1,0,4,3,0,3,3,0,3,3,3,3,5,32
10984,0,0,1,0,0,0,0,4,4,0,2,14,4,4,11,29
29928,0,0,1,1,5,1,0,1,1,0,1,3,1,1,13,27
4710,0,0,1,1,2,2,0,0,0,0,1,3,0,0,11,27
5997,0,0,1,1,3,2,1,0,0,0,1,28,0,0,11,20
12492,0,0,1,1,0,0,0,4,4,0,2,3,4,4,11,27
25378,1,0,1,1,2,2,0,1,1,0,2,15,1,1,11,20
16491,0,0,1,1,4,2,0,3,3,0,1,3,3,3,11,27
30212,0,0,1,1,4,1,0,2,2,0,3,13,2,2,14,26
13543,0,0,1,1,3,3,0,3,3,0,3,3,3,3,5,20
5178,0,0,1,1,1,1,0,0,0,1,3,21,0,0,11,22
14098,0,0,0,1,3,1,0,1,1,0,3,2,1,1,14,18
31845,0,0,1,1,5,1,0,2,2,0,2,13,2,2,13,9
7146,0,0,1,1,3,3,0,3,3,0,1,31,3,3,11,20
21072,0,0,1,0,1,2,0,3,3,1,3,14,3,3,14,29
23892,0,0,1,1,1,1,0,0,0,4,3,3,0,0,11,27
9184,0,0,1,1,0,0,0,4,4,0,2,14,4,4,11,29
17397,0,0,1,1,3,2,0,3,3,0,1,3,3,3,11,27
13805,0,0,1,1,3,3,0,1,1,1,2,1,1,1,16,14
35612,0,0,1,1,4,2,0,1,1,2,2,21,1,1,17,20
34525,0,0,1,1,4,1,0,2,2,4,2,28,2,2,11,20
30719,0,0,1,0,3,3,0,3,3,0,3,3,3,3,11,32
14964,1,0,1,1,2,1,0,0,0,0,2,17,0,0,6,15
20897,0,0,1,1,4,3,0,1,1,1,2,1,1,1,14,14
15942,1,0,1,0,3,2,0,3,3,0,3,9,3,3,12,20
13235,0,0,1,1,3,3,0,1,1,0,2,1,1,1,16,30
21827,0,0,1,1,3,2,0,1,1,1,3,14,1,1,14,29
5177,0,0,1,1,1,1,0,0,0,3,3,2,0,0,11,18
29342,0,0,1,1,4,2,0,2,2,0,3,3,2,2,14,25
30577,0,0,1,1,3,2,1,1,1,1,3,14,1,1,11,29
28968,1,0,1,1,4,1,0,1,1,0,2,31,1,1,6,20
21209,0,0,1,1,2,2,0,1,1,0,2,1,1,1,11,20
38651,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,32
30863,0,0,1,1,5,1,0,4,4,0,1,13,4,4,13,26
25206,0,0,1,1,2,3,0,3,3,0,3,3,3,3,5,32
18435,0,0,0,1,3,2,0,0,0,0,2,33,0,0,11,20
27138,0,0,1,1,1,1,0,1,1,4,3,21,1,1,11,22
26882,0,0,1,1,1,1,0,0,0,4,2,2,0,0,11,6
30716,0,0,1,1,1,1,0,1,1,0,1,13,1,1,11,26
7019,0,0,1,1,3,2,0,1,1,1,3,2,1,1,11,20
19381,1,0,1,1,2,1,0,1,1,0,2,21,1,1,8,22
4899,1,0,1,1,1,1,0,1,1,0,2,21,1,1,8,22
30391,0,0,1,1,2,2,0,3,3,0,2,2,3,3,14,6
6122,1,0,1,1,1,1,0,1,1,0,3,17,1,1,8,10
35301,0,0,0,1,4,1,0,1,1,0,3,2,1,1,11,18
14439,1,0,1,1,4,1,0,3,3,0,2,2,3,3,7,6
32554,0,0,1,0,3,3,1,3,3,0,3,14,3,3,5,29
14768,1,0,1,0,5,1,0,3,3,0,3,2,3,3,12,18
28564,0,0,1,0,2,2,0,1,1,1,2,14,1,1,11,29
5532,0,0,1,0,1,1,0,4,4,2,2,21,4,4,11,13
27135,1,0,0,1,2,2,0,1,1,0,2,17,1,1,8,10
963,0,0,0,1,3,1,0,3,3,0,2,3,3,3,10,27
13448,1,0,1,2,4,1,0,3,3,2,3,21,3,3,9,13
18062,0,0,1,1,1,1,0,1,1,4,3,0,1,1,11,20
9505,1,0,1,1,0,0,0,4,4,0,3,28,4,4,8,12
37266,0,0,1,1,3,1,0,0,0,0,2,1,0,0,11,24
7941,1,0,1,1,0,0,0,4,4,0,2,21,4,4,11,13
35106,0,0,0,0,4,3,0,3,3,0,3,17,3,3,5,10
30852,0,0,1,1,3,1,0,0,0,4,2,21,0,0,11,13
13883,0,0,1,0,3,3,0,3,3,0,3,1,3,3,5,14
3758,1,0,1,1,5,1,0,4,4,0,1,2,4,4,9,18
19598,1,0,1,1,4,1,0,3,3,1,1,10,3,3,9,20
28017,1,0,1,1,4,2,0,0,0,0,2,17,0,0,18,15
9796,0,0,1,1,0,0,0,4,4,0,3,2,4,4,14,18
38695,0,0,1,0,3,3,0,3,3,0,3,17,3,3,11,10
37407,0,0,1,1,3,2,0,1,1,0,3,14,1,1,14,29
31280,0,0,1,1,3,2,0,1,1,1,2,14,1,1,11,29
28080,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
21634,1,0,1,1,2,1,0,2,2,0,2,17,2,2,18,15
31223,0,0,1,1,4,1,0,1,1,0,3,14,1,1,3,29
24286,0,0,1,1,2,2,0,3,3,0,3,2,3,3,14,18
7483,0,0,1,1,1,1,0,3,3,4,2,1,3,3,11,20
29359,0,0,1,1,3,1,0,3,3,0,3,12,3,3,14,20
2010,0,0,1,1,3,1,0,3,3,0,2,21,3,3,10,20
25595,0,0,1,1,4,2,0,1,1,2,1,21,1,1,11,20
25038,0,0,1,0,3,1,0,3,3,2,3,2,3,3,1,6
35844,0,0,1,0,3,1,0,1,1,0,3,2,1,1,1,6
34136,0,0,1,1,4,1,0,3,3,0,1,3,3,3,3,27
7065,1,0,1,1,1,1,0,1,1,0,2,31,1,1,8,20
15757,0,0,1,0,3,1,0,3,3,0,3,1,3,3,5,14
30655,0,0,1,1,4,2,0,0,0,2,2,1,0,0,17,20
37461,0,0,1,1,4,2,0,3,3,0,3,3,3,3,14,27
8309,0,0,1,1,0,0,0,4,4,0,3,3,4,4,11,27
24713,0,0,1,1,3,3,0,3,3,2,1,9,3,3,9,20
37884,0,0,1,0,4,1,0,3,3,0,3,2,3,3,11,20
8065,0,0,1,1,0,0,0,4,4,0,3,17,4,4,11,2
31392,0,0,1,1,3,2,0,0,0,2,2,21,0,0,17,20
37645,0,0,1,1,5,2,0,3,3,0,3,13,3,3,14,9
5863,1,0,1,1,5,1,0,2,2,2,2,7,2,2,11,20
21274,0,0,1,1,2,1,0,0,0,0,1,13,0,0,11,26
2384,0,0,1,0,0,3,0,0,0,0,1,13,0,0,11,26
489,0,0,1,1,3,1,0,3,3,0,3,1,3,3,11,14
29634,0,0,0,1,4,2,0,0,0,2,2,1,0,0,17,20
29822,0,0,1,0,2,2,0,3,3,0,1,2,3,3,14,20
37130,0,0,1,1,5,2,0,1,1,0,2,29,1,1,3,20
26824,0,0,1,1,1,1,0,0,0,4,3,2,0,0,11,6
8440,0,0,0,1,0,0,0,4,4,0,2,3,4,4,3,27
9199,0,0,1,1,0,0,0,4,4,0,2,1,4,4,10,30
39488,0,0,1,1,4,1,0,1,1,0,2,14,1,1,11,20
29759,0,0,1,1,2,2,0,1,1,0,3,14,1,1,14,29
7624,0,0,1,1,0,0,0,4,4,0,0,13,4,4,14,26
3896,0,0,1,1,3,1,0,1,1,0,3,13,1,1,14,26
24429,0,0,1,0,2,1,0,1,1,4,2,14,1,1,16,20
1969,0,0,1,1,3,1,0,0,0,0,1,3,0,0,11,27
17548,1,0,1,1,4,1,0,3,3,0,1,3,3,3,7,27
39857,0,0,1,1,4,2,0,4,4,0,3,21,4,4,14,13
26461,0,0,0,0,3,2,0,1,1,2,3,14,1,1,11,20
22762,0,0,1,1,5,1,0,1,1,0,3,12,1,1,13,20
10214,0,0,1,1,0,0,0,4,4,0,2,21,4,4,11,22
18466,0,0,1,1,2,1,0,0,0,0,1,3,0,0,11,27
33338,0,0,1,1,4,1,0,1,1,0,1,12,1,1,11,20
