,type,text
3190,ham,cant wait lick
3191,ham,k 2marrow coming
3192,ham,u know watching
3193,ham,bug oso near
3194,ham,night tomorrow
3195,ham,sorry mate phone didnt write love kate
3196,ham,sorry light turned meant friend wanted worth
3197,ham,working ringing u thing useful screaming boat pulling hair loving u
3198,ham,test rd
3199,ham,know people town
3200,ham,come tonight class let early
3201,ham,aia ok wat long got improve
3202,ham,motivate shining light waiting find best trust bslvyl
3203,ham,math day chapter month
3204,ham,little difficult simple way enter place
3205,ham,thought loooooool make sense sofa reference sleep couch link sent went trip oh babe celebration
3206,ham,ok c u
3207,ham,need velusamy date birth company bank facility
3208,ham,lay let know missed thought great send limbo ill safe
3209,ham,happened venturing
3210,ham,ask g told story like time
3211,ham,dont know support srt think ps3 play usb
3212,ham,yes take lot turn sit try hold
3213,ham,happy birthday lot nri
3214,ham,don know account ask mom send mom reach
3215,ham,y dun believe tot told true mu c tog
3216,ham,yes know cheese song frost showman
3217,ham,going wear sport shoe going late
3218,ham,mean come chase stated watch movie
3219,ham,write u know rail nova care sweet u l8tr xxx
3220,ham,beautiful tomorrow hunt beautiful tomorrow waste wonderful
3221,ham,oh think wi nz player
3222,ham,good afternoon glorious anniversary sweet j hope find happy think send teasing kiss sea coating image fond souvenir
3223,ham,usually minute respond yes question
3224,ham,text arch
3225,ham,brother like speak treat like aid
3226,ham,mma drink want come find
3227,ham,dai downloaded exe file run exe
3228,ham,lot sickness thing going hope u feel better lol
3229,ham,happy u find ur prince charming soon n dun work
3230,ham,fine miss
3231,ham,nice day love
3232,ham,meet lobby
3233,ham,probably gonna later tonight
3234,ham,haha today weekend
3235,ham,shui bought present watch
3236,ham,thanks bomb date phone wanted
3237,ham,life spend lifetime meaningless moment spent love mean life
3238,ham,free mum n si
3239,ham,u dun need pick ur
3240,ham,taught ranjith sir called sm like he verifying probe told today pa dont mistake
3241,ham,mach dont feel assume evening wonderful plan life begin anytime
3242,ham,oh come
3243,ham,yahoo boy bring
3244,ham,hey jazz power yoga hip hop kb yogasana
3245,ham,oh got hip hop haha thinking jazz zoom actually tonight free kb lesson tonight
3246,ham,hl chennai requires rusher voice english upto telephone interview
3247,ham,stop suggest stay able or
3248,ham,interested like
3249,ham,intact happy new seeing
3250,ham,remember ask alex pizza
3251,ham,sent money sent text bother dont involve imposed place
3252,ham,told number
3253,ham,u b going esplanade fr
3254,ham,time lose best one book
3255,ham,good day teeth painful maintaining
3256,ham,gonna rival access
3257,ham,use foreign stamp good lecture
3258,ham,pls pls find aunt
3259,ham,world buying bank buying self assessment
3260,ham,taking got start
3261,ham,hey day fri ask mica pinyin leave karaoke
3262,ham,press conference
3263,ham,night warm bath drink cup milk work need loose know
3264,ham,thinking u x
3265,ham,dear sorry late today birthday loving detail log face book number dont miss delicious
3266,ham,careful text drive
3267,ham,aia wait u entertain
3268,ham,loose de dont let
3269,ham,yes thought
3270,ham,goose miss know think wait till year
3271,ham,compliment away
3272,ham,thought trap meant look tomorrow
3273,ham,stainless baby vehicle sariyag drive
3274,ham,good hear happy new year
3275,ham,jun according wat discussed yes kb co nt lesson attend kb
3276,ham,int touch
3277,ham,lol knew saw dollar store
3278,ham,ok mw
3279,ham,sir send group mail check
3280,ham,buy bb co sale bf
3281,ham,come havent wind died
3282,ham,need buy lunch eat maggio
3283,ham,womdarfull actor
3284,ham,cup coffee animation
3285,ham,bad remember
3286,ham,working getting pc find spot work need
3287,ham,good partnership going
3288,ham,hi kate hope tomorrow bit bloody txt u xxx
3289,ham,text creepy like think forgot
3290,ham,yay wait party
3291,ham,intrepid duo great time
3292,ham,making easy pay yr pay
3293,ham,okay like def wont let term
3294,ham,guy planning coming
3295,ham,moi informed saved
3296,ham,thought contract ran the4th
3297,ham,interview good think missing
3298,ham,major role community rock mel
3299,ham,oh getting
3300,ham,hope space give remember furniture lock lock leave key
3301,ham,help propose going tomorrow
3302,ham,accidentally deleted resent
3303,ham,shall send exe mail
3304,ham,u send copy da
3305,ham,hope bad night fell asleep knackered reading work thou upto x
3306,ham,long defer admission til semester
3307,ham,sorry cant right happens r 2waste wat come ill medical able deliver basic currently shopping right medical insurance til friday thats major person guide right
3308,ham,new address salary
3309,ham,later min
3310,ham,found enc
3311,ham,sorry watching slave mandate movie kan trishul theatre wit
3312,ham,today late decimal
3313,ham,shall bring bottle wine bring red tomorrow
3314,ham,unbelievable warlord
3315,ham,site site poca local luv u n e thing 4eva promise ring u 2morrowxxxx
3316,ham,thought mite break wanna crazy everybody need lady xxxxxxxx
3317,ham,think disturbing da
3318,ham,oh got friend dog
3319,ham,st cream
3320,ham,dear mma called
3321,ham,life style garment account
3322,ham,dont use hook
3323,ham,lol alright thinking haha
3324,ham,dont know hopefully
3325,ham,u bot note co jun rem
3326,ham,x course message messenger lik r sending
3327,ham,awesome question cute asked boy ur sailed granite
3328,ham,think secure lemma know want drive south chill
3329,ham,leave leave
3330,ham,reach office decimal mobile asa free
3331,ham,nan sonathaya
3332,ham,heard going wildlife talk tonight u that2workers puzzle
3333,ham,week vl
3334,ham,like hotel dusk game solve puzzle area thing
3335,ham,look frying pan case cheap book silly frying pan likely book
3336,ham,ok set let u noe e detail
3337,ham,pls dont forget study
3338,ham,k k watch
3339,ham,write sam nic checking ur
3340,ham,looking good
3341,ham,pls clarify open return ticket proposed
3342,ham,talk atleast miss best friend shell
3343,ham,nah bring bud drink actually little useful straight cash
3344,ham,pay decimal
3345,ham,fundamental cool like walk like dont gun nyt
3346,ham,grandfather leave
3347,ham,babe lost
3348,ham,later showing want old drink old prefer spend money no nxt
3349,ham,somebody andres steal ice
3350,ham,dont kick coco
3351,ham,thats bad cant eat
3352,ham,hope connection mode men co know old friend lead today
3353,ham,u download bring
3354,ham,enjoy ur e second option sound yan jiu den msg
3355,ham,laid airtel line
3356,ham,let know
3357,ham,jos ask u want meet
3358,ham,like italian
3359,ham,noe u want pei bf oso k day
3360,ham,o turn stereo love mi phone unknown
3361,ham,jus finish watching
3362,ham,hope good better
3363,ham,brother genius
3364,ham,pick ur font u
3365,ham,hoping pissed remember gone sister
3366,ham,key donkey swashbuckling stuff
3367,ham,creepy crazy
3368,ham,tyler leave long like
3369,ham,leave class babe came hope nice love
3370,ham,yes apps
3371,ham,hello handsome finding job lazy working getting net mummy miss
3372,ham,sleeping nt feeling
3373,ham,naughty little better flirt n loving n getting hurt n gun nyt
3374,ham,week taking live
3375,ham,e admin building b slightly u
3376,ham,need coffee run believe time week
3377,ham,told returned order
3378,ham,hope didnt hear called received package dec like fantastic year best plus bam aid work
3379,ham,gonna rip
3380,ham,oh hav great time postcard look girl im know 1im talkin
3381,ham,sad puppy noise
3382,ham,cinema plus drink appeal fr thriller director like mac
3383,ham,r u sure understand wine good idea
3384,ham,yes started send request pain came double coin factory gotta cash
3385,ham,oops check mind picking tomo half
3386,ham,consider wall bunker important play peaceful guess place high matter
3387,ham,sent message got want know actually getting enjoy rest
3388,ham,right time want come
3389,ham,way office
3390,ham,ok sent u da latest version da
3391,ham,thank cant wait taste real
3392,ham,stop old build showman snow angel snowball
3393,ham,good spoken
3394,ham,k loving
3395,ham,sorry da sorry held
3396,ham,note watching tv going v
3397,ham,home watching tv
3398,ham,decided people care stuff vote caring stuff loser
3399,ham,ok lor u
3400,ham,g say answer
3401,ham,yes care cause know
3402,ham,dear talk
3403,ham,lmaz ok wont needing u hair
3404,ham,left phone home saw ur hope great
3405,ham,stop wondering wow going stop tm want
3406,ham,happened yo
3407,ham,poor zac stand chance
3408,ham,enjoying indian small good bout u pete xx
3409,ham,guy loving
3410,ham,prepare pounded
3411,ham,great role giving wish day miracle god reason wish knew looked young great
3412,ham,remember time got somebody high time diesel
3413,ham,shall dear having food
3414,spam,complimentary 4 star biz holiday cash need urgent 09066364349 landing lose
3415,spam,dear dave final notice collect tenerife holiday cash 09061743806 tc sae box326 cw25wx 150ppm
3416,spam,marvel mobile play official ultimate game ur mobile right text spider 83338 game ll send u free 8ball wallpaper
3417,spam,u win ps100 music gift voucher week starting txt word draw 87066 sc
3418,spam,u won nokia 6230 plus free digital u u win free send nokia 83383 16
3419,spam,january male hot gay chat national rate cheap stop text 08712460324
3420,spam,mobile number awarded ps2000 prize 09061790121 land claim valid 12hrs 150ppm
3421,spam,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 draw txt music 87066 tn
3422,spam,girl local 2 u r virgin 2 r ready 2 4fil ur sexual u 4fil text cute
3423,spam,asked 3mobile 0870 chatlines incl free india serve sed l8er got mega 3 dont bailiff o ps250 3 want ps800
3424,spam,urgent 800 free flight europe b4 10th sept friend 4 claim ba128nnfwfly150ppm
3425,spam,ur chance win ps250 shopping spree shop custard
3426,spam,2nd time tried contact u won ps1450 prize claim 09053750005 b4 sm 140ppm
3427,spam,fancy txt uk szy text cost tn x
3428,spam,u secret admirer looking 2 contact think ur 09058094565
3429,spam,congratulation competition draw u won ps1450 prize claim 09050002311 sm 18 150ppm
3430,spam,ur euro 2004 england flag 3lions tone ur click following service message
3431,spam,specially selected receive 2000 pound 08712402050 line cost ag promo
3432,spam,8007 25p 4 life child need song ur tell ur txt tone charity 8007 nokia poly charity poll 08701417012 profit 2 charity
3433,spam,sunshine quiz win sony dvd player u know country algae txt an
3434,spam,send logo 2 ur lover 2 name joined txt love name1 name2 mono eg love adam eve 07123456789 87077 box36504w45wq xeno 4 ad
3435,spam,09066612661 complementary tenerife holiday cash await collection sae po box 3 wa14 2px 150ppm hol offer
3436,spam,costa del sol holiday ps5000 await 09050090044 max10mins
3437,spam,free billed mobile number mistake sortcode 08081263000 charge free bt landing
3438,spam,claim ur ps150 worth discount voucher text shop 85023 offer t c savamob 16
3439,spam,free wallpaper text heart 88888 16 need
3440,spam,09066350750 complimentary biz holiday cash await collection sae po box 434 sk3 8wp 150 ppm
3441,spam,getting touch folk waiting txt age opt enjoy community
3442,spam,big brother computer selected u 10k cash ntt po box cro1327 bt landing cost 150ppm mobile vary
3443,spam,sale arsenal good condition double
3444,spam,camera awarded digital 09061221066 delivery 28 day
3445,spam,2nd attempt contact won ps1000call 09071512432 b4 50
3446,spam,guess somebody know secretly facies wanna find 09065394514 landing datebox1282essence61xn 18
3447,spam,free ringtone waiting simply text password mix 85069 usher po box mk17 450pp 16
3448,spam,hello darling love dont tell look like
3449,spam,sexy sexy cum text im wet warm ready u msg free red msg 150p inc vat 2 cancel text stop
3450,spam,text meet sexy u find date flirt join 4 reply age eg sam 18 penny
3451,spam,unlimited free activate smartcall unlimited call 08448714184 stop landlineonly
3452,spam,u want 100 free text message new video phone half price line free 0800 0721072 find
3453,spam,mob pub ps100 high street prize u know new duchess cornwall txt stop 008704050406 sp arrow
3454,spam,stop club tone replying stop mix html club tone cost po box 1146 mk45 2wt
3455,spam,urgent 2nd attempt contact ps900 prize yesterday awaiting claim acl03530150pm
3456,spam,join honest logging service u sex sign follow txt entry 69888
